"modelID";"AUC";"Deviance";"TSS";"threshold"
1;0.984;0.0826806071901906;0.9;0.027707738801837
2;0.981;0.115656799720705;0.854;0.0628861784934998
3;0.979;0.0990169628647031;0.904;0.176531806588173
4;0.984;0.104198353451599;0.905;0.0385337024927139
5;0.967;0.11186503765342;0.823;0.280948340892792
6;0.973;0.178110396450543;0.877;0.0441815219819546
7;0.978;0.112608838066214;0.875;0.0279802400618792
8;0.975;0.105381766998517;0.857;0.0385070107877254
9;0.965;0.155235786521906;0.828;0.110644489526749
10;0.981;0.0969377794210394;0.916;0.064075380563736
11;0.973;0.125258490439121;0.87;0.044905960559845
12;0.955;0.100707264350809;0.826;0.0145384911447763
13;0.968;0.160002470273572;0.854;0.0860811769962311
14;0.979;0.10896630508188;0.899;0.12500573694706
15;0.977;0.0977469818167942;0.903;0.215376555919647
16;0.986;0.0641343984119751;0.914;0.00989307463169098
17;0.968;0.11127335376465;0.848;0.0259259156882763
18;0.991;0.0758025580040015;0.942;0.0628421902656555
19;0.971;0.139451709073734;0.83;0.0491137281060219
20;0.99;0.137812640417543;0.959;0.294384717941284
21;0.95;0.0887686390215068;0.744;0.175960302352905
22;0.979;0.107595424430239;0.886;0.0738281309604645
23;0.975;0.12189175596873;0.848;0.244300857186317
24;0.987;0.110955969277397;0.908;0.277723401784897
25;0.982;0.126234882003746;0.908;0.0693864077329636
26;0.981;0.0833159168949122;0.888;0.081983856856823
27;0.98;0.126280694860136;0.88;0.0462320782244205
28;0.974;0.123147306470432;0.867;0.0257351752370596
29;0.97;0.100151772817561;0.83;0.0620781965553761
30;0.969;0.135887486992335;0.848;0.0668293908238411
31;0.967;0.123752239479428;0.84;0.0437640696763992
32;0.979;0.148681388960538;0.905;0.043158233165741
33;0.981;0.111628703205087;0.89;0.0505569130182266
34;0.974;0.0814403976048088;0.875;0.0657650679349899
35;0.954;0.155138011422678;0.772;0.0540865957736969
36;0.959;0.110314375330147;0.791;0.0306276548653841
37;0.988;0.116236959389616;0.927;0.0755804777145386
38;0.974;0.129737872546926;0.852;0.0357351191341877
39;0.976;0.109761305702286;0.889;0.0392679832875729
40;0.983;0.120355500027158;0.902;0.0351692140102386
41;0.984;0.118342444127298;0.914;0.0553940385580063
42;0.987;0.0953128292265287;0.893;0.032025795429945
43;0.951;0.115270855217159;0.773;0.0975368991494179
44;0.966;0.15771535482392;0.84;0.0416792631149292
45;0.978;0.126267754901735;0.893;0.0569864958524704
46;0.973;0.138966772330237;0.895;0.104046039283276
47;0.981;0.177958203902201;0.907;0.172541543841362
48;0.977;0.0885880319202274;0.884;0.150630295276642
49;0.986;0.158805505192756;0.923;0.303570777177811
50;0.98;0.124501901679135;0.885;0.139689728617668
51;0.967;0.0594391818343129;0.922;0.0131056695295985
52;0.9;0.0986005296512033;0.848;0.0110216590113531
53;0.961;0.0616167286228253;0.917;0.0110620864109876
54;0.931;0.100332402709296;0.845;0.0120524961499592
55;0.94;0.0730158318377341;0.815;0.00876773227239364
56;0.892;0.0695869559823982;0.75;0.00782275655713592
57;0.919;0.0808503154019661;0.859;0.0174233832078642
58;0.939;0.0822180534182719;0.89;0.00983921054217662
59;0.926;0.0917092734541168;0.845;0.0104519091248029
60;0.854;0.0885245125895885;0.708;0.00938703530931889
61;0.934;0.0732740422434661;0.811;0.0112339052581346
62;0.847;0.0811802250387687;0.686;0.0100870487122843
63;0.909;0.0841470185416577;0.824;0.0112940278295291
64;0.935;0.0764686390492911;0.822;0.00925892375978182
65;0.941;0.0644677592396853;0.867;0.0146065429063237
66;0.932;0.0573589901402223;0.86;0.0152294991317115
67;0.912;0.0688998998904165;0.822;0.0100632548406626
68;0.955;0.0533061756175022;0.915;0.0128954377209992
69;0.905;0.0769275803953045;0.797;0.0100402170871209
70;0.944;0.0711079747062522;0.914;0.022309337759006
71;0.943;0.086968150993073;0.875;0.00901287158545603
72;0.904;0.0790452832929963;0.807;0.0104667288085575
73;0.954;0.0864358135435089;0.872;0.00921912150178736
74;0.961;0.0588236059076459;0.921;0.0120801026315643
75;0.902;0.0829940905797274;0.796;0.0089800173665893
76;0.91;0.0712491622214573;0.847;0.0112419676018695
77;0.922;0.0735260742958931;0.804;0.011644387173239
78;0.874;0.0704905067311245;0.734;0.010813383471143
79;0.973;0.0710694129848725;0.845;0.0101188110092321
80;0.896;0.0964192769740042;0.79;0.00926123576277478
81;0.873;0.0784751196270353;0.752;0.0101466543944035
82;0.917;0.0886390056979186;0.853;0.0107226716314795
83;0.979;0.0566771203888307;0.949;0.0103559210787999
84;0.961;0.0709506627583031;0.902;0.00936816493073228
85;0.86;0.0712234598250004;0.75;0.00987623776257728
86;0.901;0.0709603876965716;0.692;0.0199045738443506
87;0.972;0.0678353441138481;0.949;0.0100679319946996
88;0.856;0.0757185879419033;0.771;0.0129284909290365
89;0.871;0.0906764885894137;0.746;0.00869141785403774
90;0.908;0.0770872094067719;0.875;0.010699055544705
91;0.932;0.0677174254671226;0.787;0.00929980296700952
92;0.952;0.0707390276735536;0.873;0.00834643736330902
93;0.923;0.0722707854289095;0.81;0.00948839742575618
94;0.864;0.0935167277178121;0.718;0.0112737269278871
95;0.907;0.0736364166052931;0.788;0.0119304660967862
96;0.989;0.0763426342900575;0.919;0.00961729681270632
97;0.93;0.111201739502942;0.872;0.00913605934123821
98;0.911;0.0825331935620606;0.838;0.0116864205546871
99;0.928;0.0656209214399387;0.799;0.0111696649115423
100;0.962;0.0697655876227676;0.862;0.0105030449846994
101;0.922;0.0774068810071854;0.8;0.0188360771282085
102;0.974;0.0555892530486532;0.864;0.00881735906041283
103;0.975;0.0629562654208279;0.849;0.0154284401252031
104;0.98;0.0798157899783395;0.912;0.0188722683769338
105;0.947;0.0612252468327185;0.808;0.0100140773089469
106;0.888;0.1359987400481;0.703;0.00431913120827899
107;0.938;0.0669148973550636;0.738;0.00770082849837083
108;0.937;0.0706418566115549;0.765;0.0137288553435127
109;0.927;0.0906633643861151;0.709;0.00644369117144151
110;0.969;0.0669339177311706;0.821;0.00907475846608301
111;0.963;0.0587918536030691;0.828;0.0193457207679632
112;0.845;0.120232039981225;0.707;0.0481922025110793
113;0.967;0.0751683788823061;0.845;0.0128072940902087
114;0.975;0.0874650102114495;0.882;0.0117358502567419
115;0.966;0.0604177195934871;0.867;0.0484423394616292
116;0.929;0.0750004220405035;0.795;0.00719490968591503
117;0.974;0.0646413406487757;0.825;0.00312202605969364
118;0.958;0.0765124855420993;0.838;0.0330408486052404
119;0.979;0.0509015780810424;0.84;0.00681988253290154
120;0.964;0.0765111705435094;0.879;0.0145122991628414
121;0.864;0.131531591414685;0.748;0.003706815917984
122;0.966;0.0639954092822767;0.818;0.016664622359138
123;0.931;0.0919600922620271;0.81;0.011637510699788
124;0.977;0.0541371699066999;0.907;0.0240339575257984
125;0.964;0.0633444171545999;0.824;0.00899948382460559
126;0.977;0.0484414047213642;0.851;0.022680698477697
127;0.97;0.0637317270558351;0.835;0.00778312919910114
128;0.937;0.0604883462883469;0.752;0.0150089466191344
129;0.93;0.0678569789680973;0.725;0.023387504148985
130;0.921;0.112822033112272;0.714;0.00170473859086542
131;0.945;0.0660809353977815;0.819;0.01643067275631
132;0.959;0.0748139766228921;0.845;0.0154866686839119
133;0.976;0.0426614635514643;0.895;0.0158129986608764
134;0.94;0.067114087061775;0.777;0.00405627397573027
135;0.959;0.0576739377886993;0.839;0.0119099955856638
136;0.851;0.132716278683721;0.726;0.00527372693970497
137;0.938;0.123532784901853;0.833;0.00933998836282466
138;0.925;0.0710935994074642;0.792;0.0225143911317089
139;0.95;0.0693070641785377;0.807;0.0124390703696735
140;0.96;0.0568901397451239;0.814;0.0246303707032389
141;0.962;0.0512737881870156;0.85;0.00846601935494979
142;0.957;0.0590032451819563;0.788;0.0105055224935842
143;0.904;0.0982754129482411;0.644;0.00567341003379259
144;0.969;0.0878675321775462;0.829;0.0104965305114637
145;0.904;0.124570389358682;0.768;0.00307018864857128
146;0.928;0.101125558121199;0.847;0.00771868250014273
147;0.905;0.0974899438517425;0.713;0.00273852161551998
148;0.935;0.0660885028020442;0.776;0.00305936246946314
149;0.956;0.0571574148552;0.77;0.00922591477720256
150;0.943;0.0690445827834116;0.791;0.00620450488890719
