id;scientificName;scientificNameAuthorship;eventDate;decimalLongitude;decimalLatitude;institutionCode;collectionCode;catalogNumber;scientificNameID;originalscientificname;absence;acceptedNameUsage;acceptedNameUsageID;accessRights;aphiaID;associatedMedia;associatedReferences;associatedSequences;associatedTaxa;basisOfRecord;behavior;bibliographicCitation;brackish;category;class;classid;collectionID;continent;coordinatePrecision;coordinateUncertaintyInMeters;country;countryCode;county;dataGeneralizations;datasetID;datasetName;dataset_id;dateIdentified;date_end;date_mid;date_start;date_year;day;disposition;division;divisionid;dropped;dynamicProperties;endDayOfYear;establishmentMeans;eventID;eventRemarks;eventTime;family;familyid;fieldNotes;fieldNumber;footprintSRS;footprintWKT;forma;formaid;genus;genusid;geodeticDatum;georeferenceProtocol;georeferenceRemarks;georeferenceSources;georeferenceVerificationStatus;georeferencedBy;georeferencedDate;hab;habitat;higherClassification;higherGeography;higherGeographyID;identificationID;identificationQualifier;identificationReferences;identificationRemarks;identificationVerificationStatus;identifiedBy;individualCount;individualID;informationWithheld;infraclass;infraclassid;infrakingdom;infrakingdomid;infraorder;infraorderid;infraphylum;infraphylumid;infraspecificEpithet;institutionID;island;islandGroup;kingdom;kingdomid;language;license;lifeStage;locality;locationAccordingTo;locationID;locationRemarks;lowestBiostratigraphicZone;marine;materialSampleID;maximumDepthInMeters;maximumDistanceAboveSurfaceInMeters;maximumElevationInMeters;minimumDepthInMeters;minimumDistanceAboveSurfaceInMeters;minimumElevationInMeters;modified;month;municipality;nameAccordingTo;nameAccordingToID;namePublishedIn;namePublishedInID;namePublishedInYear;node_id;nomenclaturalCode;nomenclaturalStatus;occurrenceID;occurrenceRemarks;occurrenceStatus;order;orderid;organismID;organismName;organismQuantity;organismQuantityType;organismRemarks;organismScope;originalNameUsage;originalNameUsageID;originalScientificName;otherCatalogNumbers;ownerInstitutionCode;parentEventID;parentNameUsage;parentNameUsageID;parvorder;parvorderid;phylum;phylum (division);phylum (division)id;phylumid;preparations;previousIdentifications;recordNumber;recordedBy;references;reproductiveCondition;rights;rightsHolder;sampleSizeUnit;sampleSizeValue;samplingEffort;samplingProtocol;section;sectionid;sex;species;speciesid;specificEpithet;startDayOfYear;stateProvince;subclass;subclassid;subdivision;subdivisionid;subfamily;subfamilyid;subforma;subformaid;subgenus;subgenusid;subkingdom;subkingdomid;suborder;suborderid;subphylum;subphylum (subdivision);subphylum (subdivision)id;subphylumid;subsection;subsectionid;subspecies;subspeciesid;subterclass;subterclassid;subtribe;subtribeid;subvariety;subvarietyid;superclass;superclassid;superfamily;superfamilyid;superorder;superorderid;supertribe;supertribeid;taxonConceptID;taxonID;taxonRank;taxonRemarks;taxonomicStatus;terrestrial;tribe;tribeid;type;typeStatus;variety;varietyid;verbatimCoordinateSystem;verbatimCoordinates;verbatimDepth;verbatimElevation;verbatimEventDate;verbatimLatitude;verbatimLocality;verbatimLongitude;verbatimSRS;verbatimTaxonRank;vernacularName;waterBody;year;flags
415c1fb7-80b9-4b2c-a7fe-ef9806153a82;Ophiothela mirabilis;Verrill;1989-02-25T12:00:00Z;127.8766708;26.50667;USNM;Invertebrate Zoology: Echinoderms;E45160.353299;urn:lsid:marinespecies.org:taxname:213399;;false;;;;244093;;National Museum of Natural History, Smithsonian Institution;;;PreservedSpecimen;;Department of Invertebrate Zoology, Research and Collections Information System, NMNH, Smithsonian Institution. See: http://www.mnh.si.edu/rc/db/collection_db_p [...];false;;Ophiuroidea;123084;;;;;Japan;;;;;;89e23fc8-3f61-4480-9de3-358fe6eefe0b;20/04/1995;6.04368E+11;6.04368E+11;6.04368E+11;1989;25;;;;false;temperature=22.4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4216bce8-74b4-4e3d-b8f8-dbe0a537f8ba;Ophiothela mirabilis;Verrill;1963-04-05T12:00:00Z;92.91699982;19.83300018;USNM;Invertebrate Zoology: Echinoderms;E42990.351584;urn:lsid:marinespecies.org:taxname:213399;;false;;;;244093;;National Museum of Natural History, Smithsonian Institution;;;PreservedSpecimen;;Department of Invertebrate Zoology, Research and Collections Information System, NMNH, Smithsonian Institution. See: http://www.mnh.si.edu/rc/db/collection_db_p [...];false;;Ophiuroidea;123084;;;;;Burma;;;;;;89e23fc8-3f61-4480-9de3-358fe6eefe0b;;-2.12803E+11;-2.12803E+11;-2.12803E+11;1963;5;;;;false;observedindividualcount=1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
43bc5651-bb24-46e5-802d-9ef9e08a3826;Ophiothela mirabilis;;03/02/1982;153.633;-28.616;AM;co113;J.15104;urn:lsid:marinespecies.org:taxname:213399;;false;;;;244093;;;;;PreservedSpecimen;;;false;;Ophiuroidea;123084;;;10000;;Australia;;;;;;517ac935-af0f-4358-88fb-7093015182af;;3.81542E+11;3.81542E+11;3.81542E+11;1982;;;;;false;;;;;;;Ophiotrichidae;123208;;;;POINT (153.63300 -28.61600);;;Ophiothela;205004;EPSG:4326;;;;;;;;;;;;;;;;;;;;;Metophiurida;1062634;;;;;;;;;;;Animalia;2;;;;Byron Bay, Julian Rocks;;;;;true;;;;;;;;2017-03-02T14:28:23;;;;;;;;"[""2a57cd59-6799-4579-955e-27c9af97aea4""]";;;urn:lsid:ozcam.taxonomy.org.au:AM:Invertebrates - Marine & Other:J.15104;;present;Amphilepidida;1062666;;;;;;;;;Ophiothela danae;;;;;;;;Echinodermata;;;1806;;;;;;;;;;;;;;;;Ophiothela mirabilis;244093;danae;;;Myophiuroidea;1062633;;;;;;;;;;;Gnathophiurina;196221;Asterozoa;;;148743;;;;;;;;;;;;;Ophiactoidea;1079036;Ophintegrida;1062660;;;;;species;;;false;;;;;;;;;;;;;;;;;;;;no_depth
4503861e-c2f7-436b-aba7-b09c3b915342;Ophiothela mirabilis;;31/01/1982;153.266;-30.2;AM;co113;J.15111;urn:lsid:marinespecies.org:taxname:213399;;false;;;;244093;;;;;PreservedSpecimen;;;false;;Ophiuroidea;123084;;;10000;;Australia;;;;;;517ac935-af0f-4358-88fb-7093015182af;;3.81283E+11;3.81283E+11;3.81283E+11;1982;;;;;false;;;;;;;Ophiotrichidae;123208;;;;POINT (153.26600 -30.20000);;;Ophiothela;205004;EPSG:4326;;;;;;;;;;;;;;;;;;;;;Metophiurida;1062634;;;;;;;;;;;Animalia;2;;;;South Solitary Island;;;;;true;;;;;;;;2017-03-02T14:28:24;;;;;;;;"[""2a57cd59-6799-4579-955e-27c9af97aea4""]";;;urn:lsid:ozcam.taxonomy.org.au:AM:Invertebrates - Marine & Other:J.15111;;present;Amphilepidida;1062666;;;;;;;;;Ophiothela danae;;;;;;;;Echinodermata;;;1806;;;;;;;;;;;;;;;;Ophiothela mirabilis;244093;danae;;;Myophiuroidea;1062633;;;;;;;;;;;Gnathophiurina;196221;Asterozoa;;;148743;;;;;;;;;;;;;Ophiactoidea;1079036;Ophintegrida;1062660;;;;;species;;;false;;;;;;;;;;;;;;;;;;;;no_depth
46285dcb-7549-46d8-a027-2fb486acc3db;Ophiothela mirabilis;Verrill, 1869;21/08/1995;114.352;-21.6618;WAM;NINGALOO_MIZ;Z48028;;;false;;;;244093;;Ningaloo Historical Project;;;PreservedSpecimen;;Western Australian Museum, Ningaloo Historical Project, Z48028, extracted from Marine Invertebrate Zoology database on 19 November 2007;false;;Ophiuroidea;123084;;;1000;;Australia;;;;;Western Australia Museum, Marine Invertebrate Specimens, Ningaloo Reef - Northwest Cape, Northwest Australia, 1952-2004;5e2c6a71-6a29-47a4-b67f-7faa7ff7218c;1995;8.08963E+11;8.08963E+11;8.08963E+11;1995;;;;;false;;;;;;;Ophiotrichidae;123208;;;;;;;Ophiothela;205004;;;;;;;;;;;;;;;;;;Marsh, L.M.;2;;;Metophiurida;1062634;;;;;;;;;;;Animalia;2;;;;E of N point of S Muiron Island;;;;;true;;14;;;12;;;2007-11-20T10:25:34Z;;;;;;;;"[""2a57cd59-6799-4579-955e-27c9af97aea4""]";;;urn:catalog:WAM:NINGALOO_MIZ:Z48028;;;Amphilepidida;1062666;;;;;;;;;Ophiothela danae;;;;;;;;Echinodermata;;;1806;;;;;;;;;;;;;;;;Ophiothela mirabilis;244093;danae;;WA;Myophiuroidea;1062633;;;;;;;;;;;Gnathophiurina;196221;Asterozoa;;;148743;;;;;;;;;;;;;Ophiactoidea;1079036;Ophintegrida;1062660;;;;;;;;false;;;;;;;;;;;;;;;;;;;;depth_exceeds_bath
46ddf124-3471-4ba7-8679-e20d8aa2bb5f;Ophiothela mirabilis;;;145.45;-14.666;AM;co113;J.11957;urn:lsid:marinespecies.org:taxname:213399;;false;;;;244093;;;;;PreservedSpecimen;;;false;;Ophiuroidea;123084;;;10000;;Australia;;;;;;517ac935-af0f-4358-88fb-7093015182af;;;;;;;;;;false;;;;;;;Ophiotrichidae;123208;;;;POINT (145.45000 -14.66600);;;Ophiothela;205004;EPSG:4326;;;;;;;;;;;;;;;;;;;;;Metophiurida;1062634;;;;;;;;;;;Animalia;2;;;;Lizard Island lagoon;;;;;true;;;;;;;;2017-03-02T13:28:56;;;;;;;;"[""2a57cd59-6799-4579-955e-27c9af97aea4""]";;;urn:lsid:ozcam.taxonomy.org.au:AM:Invertebrates - Marine & Other:J.11957;;present;Amphilepidida;1062666;;;;;;;;;Ophiothela danae;;;;;;;;Echinodermata;;;1806;;;;;;;;;;;;;;;;Ophiothela mirabilis;244093;danae;;;Myophiuroidea;1062633;;;;;;;;;;;Gnathophiurina;196221;Asterozoa;;;148743;;;;;;;;;;;;;Ophiactoidea;1079036;Ophintegrida;1062660;;;;;species;;;false;;;;;;;;;;;;;;;;;;;;no_depth,on_land
46fc8427-7a0e-4d67-9553-c03dff3a1904;Ophiothela mirabilis;;07/11/1975;145.466;-14.666;AM;co113;J.10044;urn:lsid:marinespecies.org:taxname:213399;;false;;;;244093;;;;;PreservedSpecimen;;;false;;Ophiuroidea;123084;;;;;Australia;;;;;;517ac935-af0f-4358-88fb-7093015182af;;1.8455E+11;1.8455E+11;1.8455E+11;1975;;;;;false;;;;;;;Ophiotrichidae;123208;;;;POINT (145.46600 -14.66600);;;Ophiothela;205004;EPSG:4326;;;;;;;;;;;;;;;;;;;;;Metophiurida;1062634;;;;;;;;;;;Animalia;2;;;;Eagle Cay, near Lizard Island;;;;;true;;;;;;;;2017-03-02T14:07:59;;;;;;;;"[""2a57cd59-6799-4579-955e-27c9af97aea4""]";;;urn:lsid:ozcam.taxonomy.org.au:AM:Invertebrates - Marine & Other:J.10044;;present;Amphilepidida;1062666;;;;;;;;;Ophiothela danae;;;;;;;;Echinodermata;;;1806;;;;;;;;;;;;;;;;Ophiothela mirabilis;244093;danae;;;Myophiuroidea;1062633;;;;;;;;;;;Gnathophiurina;196221;Asterozoa;;;148743;;;;;;;;;;;;;Ophiactoidea;1079036;Ophintegrida;1062660;;;;;species;;;false;;;;;;;;;;;;;;;;;;;;no_depth,on_land
48303ce0-fd3f-4216-97c4-f3c031e59a85;Ophiothela mirabilis;;;120.75;21.816;AM;co113;J.19323;urn:lsid:marinespecies.org:taxname:213399;;false;;;;244093;;;;;PreservedSpecimen;;;false;;Ophiuroidea;123084;;;;;;;;;;;517ac935-af0f-4358-88fb-7093015182af;;;;;;;;;;false;;;;;;;Ophiotrichidae;123208;;;;POINT (120.75000 21.81600);;;Ophiothela;205004;EPSG:4326;;;;;;;;;;;;;;;;;;;;;Metophiurida;1062634;;;;;;;;;;;Animalia;2;;;;South Taiwan;;;;;true;;;;;;;;2017-03-02T13:25:37;;;;;;;;"[""2a57cd59-6799-4579-955e-27c9af97aea4""]";;;urn:lsid:ozcam.taxonomy.org.au:AM:Invertebrates - Marine & Other:J.19323;;present;Amphilepidida;1062666;;;;;;;;;Ophiothela danae;;;;;;;;Echinodermata;;;1806;;;;;;;;;;;;;;;;Ophiothela mirabilis;244093;danae;;;Myophiuroidea;1062633;;;;;;;;;;;Gnathophiurina;196221;Asterozoa;;;148743;;;;;;;;;;;;;Ophiactoidea;1079036;Ophintegrida;1062660;;;;;species;;;false;;;;;;;;;;;;;;;;;;;;no_depth
49f4bd3e-2d9f-49e4-a534-b4e8b0406de7;Ophiothela mirabilis;;;125.6167;-13.9333;WAM;co273;Z56291;urn:lsid:marinespecies.org:taxname:213399;;false;;;;244093;;;;;PreservedSpecimen;;;false;;Ophiuroidea;123084;;;;;Australia;;;;;;0a6c216b-0abe-44d2-a45c-43d9611e2a03;;;;;;;;;;false;;;;;;;Ophiotrichidae;123208;;Echinodermata;;POINT (125.61670 -13.93330);;;Ophiothela;205004;EPSG:4326;;;;;;;;;;;;;;;;;;1;;;Metophiurida;1062634;;;;;;;;;;;Animalia;2;;;;16;;;;;true;;;;;;;;2017-02-27T16:08:38;;;;;;;;"[""2a57cd59-6799-4579-955e-27c9af97aea4""]";;;Z56291;;present;Amphilepidida;1062666;;;1;individuals;;;;;Ophiothela danae;;;;;;;;Echinodermata;;;1806;;;;;;;;;;;;;;;;Ophiothela mirabilis;244093;danae;;;Myophiuroidea;1062633;;;;;;;;;;;Gnathophiurina;196221;Asterozoa;;;148743;;;;;;;;;;;;;Ophiactoidea;1079036;Ophintegrida;1062660;;;;;species;;;false;;;;;;;;;;;;;;;;;;;;no_depth
4aaaf43a-90f9-459d-b00c-548f267bc473;Ophiothela mirabilis;Verrill, 1869;13/12/2005;114.908;-20.9896;CSIRO, Australia;CMAR_WA_2005;661060-25192033;urn:lsid:marinespecies.org:taxname:213399;;false;;;;244093;;;;;HumanObservation;;Source: Southern Surveyor, survey: SS 10/2005, station no: 170, extracted from CSIRO Oceans and Atmosphere Data Warehouse on 24 Jun 2014;false;;Ophiuroidea;123084;;;;;Australia;;;;;;930000f4-81ef-421b-8884-042abdf8fbc8;;1.13443E+12;1.13443E+12;1.13443E+12;2005;;;;;false;;;;;;02:10Z;Ophiotrichidae;123208;;SS200510:170;;LINE (114.907 -20.9847,114.909 -20.9945);;;Ophiothela;205004;;;;;;;;;;;;;;;;;;;1;;;Metophiurida;1062634;;;;;;;;;;;Animalia;2;;;;;;;;;true;;101;;;100;;;2014-06-24T14:36:47;;;;;;;;"[""2a57cd59-6799-4579-955e-27c9af97aea4""]";;;urn:catalog:CSIRO:CMAR_WA_2005:661060-25192033;;;Amphilepidida;1062666;;;;;;;;;Ophiothela danae;;;;;;;;Echinodermata;;;1806;;;;;http://www.cmar.csiro.au/data/caab/catch_data.cfm?data_id=661060&caab_code=25192033;;;;;;;;;;;Ophiothela mirabilis;244093;danae;;;Myophiuroidea;1062633;;;;;;;;;;;Gnathophiurina;196221;Asterozoa;;;148743;;;;;;;;;;;;;Ophiactoidea;1079036;Ophintegrida;1062660;;;;;;;;false;;;;;;;;;;;;;;;;;;;;depth_exceeds_bath
4b404b95-07fc-41fc-8509-72a0c6dd7ac0;Ophiothela mirabilis;;10/05/2005;134.31;-9.41803;NMV;co119;F111086;urn:lsid:marinespecies.org:taxname:213399;;false;;;;244093;;;;;PreservedSpecimen;;;false;;Ophiuroidea;123084;;;;;;;;;;;d104db68-63cf-4f34-b92a-54bd55a07394;;1.11568E+12;1.11568E+12;1.11568E+12;2005;;;;;false;;;;;;;Ophiotrichidae;123208;;Echinodermata;;POINT (134.31000 -9.41803);;;Ophiothela;205004;EPSG:4326;;;;;;;;;;;;;;;;;;2;;;Metophiurida;1062634;;;;;;;;;;;Animalia;2;;;;Arafura Sea - Area C East;;;;;true;;89;;;89;;;2017-02-09T13:59:28;;;;;;;;"[""2a57cd59-6799-4579-955e-27c9af97aea4""]";;;F111086;;present;Amphilepidida;1062666;;;2;individuals;;;;;Ophiothela danae;;;;;;;;Echinodermata;;;1806;;;;;;;;;;;;;;;Unknown;Ophiothela mirabilis;244093;danae;;;Myophiuroidea;1062633;;;;;;;;;;;Gnathophiurina;196221;Asterozoa;;;148743;;;;;;;;;;;;;Ophiactoidea;1079036;Ophintegrida;1062660;;;;;species;;;false;;;;;;;;;;;;;;;;;;;;
4c242690-f731-4056-8044-51abed6b4649;Ophiothela mirabilis;;12/02/1982;153.116;-26.616;AM;co113;J.15109;urn:lsid:marinespecies.org:taxname:213399;;false;;;;244093;;;;;PreservedSpecimen;;;false;;Ophiuroidea;123084;;;;;Australia;;;;;;517ac935-af0f-4358-88fb-7093015182af;;3.8232E+11;3.8232E+11;3.8232E+11;1982;;;;;false;;;;;;;Ophiotrichidae;123208;;;;POINT (153.11600 -26.61600);;;Ophiothela;205004;EPSG:4326;;;;;;;;;;;;;;;;;;;;;Metophiurida;1062634;;;;;;;;;;;Animalia;2;;;;Mudjimba Island, Mooloolaba;;;;;true;;;;;;;;2017-03-02T14:28:23;;;;;;;;"[""2a57cd59-6799-4579-955e-27c9af97aea4""]";;;urn:lsid:ozcam.taxonomy.org.au:AM:Invertebrates - Marine & Other:J.15109;;present;Amphilepidida;1062666;;;;;;;;;Ophiothela danae;;;;;;;;Echinodermata;;;1806;;;;;;;;;;;;;;;;Ophiothela mirabilis;244093;danae;;;Myophiuroidea;1062633;;;;;;;;;;;Gnathophiurina;196221;Asterozoa;;;148743;;;;;;;;;;;;;Ophiactoidea;1079036;Ophintegrida;1062660;;;;;species;;;false;;;;;;;;;;;;;;;;;;;;no_depth
4cc5a537-8040-4e43-bad7-c44e1c493de9;Ophiothela mirabilis;Verrill, 1869;05/06/2015;78.63333333;8.866666667;CMLRE;;;;;false;;;;244093;;;;;;;;false;;Ophiuroidea;123084;IndOBIS Dataset;;;;;;;;;;1fc6afc6-f841-40d4-86d7-e3b2d0962b83;05/06/2015;1.43346E+12;1.43346E+12;1.43346E+12;2015;;;;;false;;;;;James, D. B., 1969. Bull. Cent. Mar. Fish. Res. Inst. No. 7;;Ophiotrichidae;123208;;;;;;;Ophiothela;205004;;;;;;;;;;;;;;;;;;;;;;Metophiurida;1062634;;;;;;;;;;;Animalia;2;;;;Gulf of Mannar;;;;;true;;50;;;0;;;05/06/2015;;;;;;;;"[""1a3b0f1a-4474-4d73-9ee1-d28f92a83996""]";;;;;;Amphilepidida;1062666;;;;;;;;;Ophiothela danae;;;;;;;;Echinodermata;;;1806;;;;;;;;;;;;;;;;Ophiothela mirabilis;244093;;;;Myophiuroidea;1062633;;;;;;;;;;;Gnathophiurina;196221;Asterozoa;;;148743;;;;;;;;;;;;;Ophiactoidea;1079036;Ophintegrida;1062660;;;;;;;;false;;;;;;;;;;;;;;;;;;;1969;
4cf3bc8d-217a-4865-871a-8c2627b3ac42;Ophiothela mirabilis;;18/08/1977;153.216;-30.166;AM;co113;J.11089;urn:lsid:marinespecies.org:taxname:213399;;false;;;;244093;;;;;PreservedSpecimen;;;false;;Ophiuroidea;123084;;;10000;;Australia;;;;;;517ac935-af0f-4358-88fb-7093015182af;;2.4071E+11;2.4071E+11;2.4071E+11;1977;;;;;false;;;;;;;Ophiotrichidae;123208;;;;POINT (153.21600 -30.16600);;;Ophiothela;205004;EPSG:4326;;;;;;;;;;;;;;;;;;;;;Metophiurida;1062634;;;;;;;;;;;Animalia;2;;;;Groper Islet;;;;;true;;;;;;;;2017-03-02T14:10:53;;;;;;;;"[""2a57cd59-6799-4579-955e-27c9af97aea4""]";;;urn:lsid:ozcam.taxonomy.org.au:AM:Invertebrates - Marine & Other:J.11089;;present;Amphilepidida;1062666;;;;;;;;;Ophiothela danae;;;;;;;;Echinodermata;;;1806;;;;;;;;;;;;;;;;Ophiothela mirabilis;244093;danae;;;Myophiuroidea;1062633;;;;;;;;;;;Gnathophiurina;196221;Asterozoa;;;148743;;;;;;;;;;;;;Ophiactoidea;1079036;Ophintegrida;1062660;;;;;species;;;false;;;;;;;;;;;;;;;;;;;;no_depth
53238eb1-8720-4ff9-b8d3-3d0385a8568d;Ophiothela mirabilis;;19/10/1976;136.67;-12.22;NMV;co119;F95404;urn:lsid:marinespecies.org:taxname:213399;;false;;;;244093;;;;;PreservedSpecimen;;;false;;Ophiuroidea;123084;;;;;Australia;;;;;;d104db68-63cf-4f34-b92a-54bd55a07394;;2.14531E+11;2.14531E+11;2.14531E+11;1976;;;;;false;;;;;;;Ophiotrichidae;123208;;Echinodermata;;POINT (136.67000 -12.22000);;;Ophiothela;205004;EPSG:4326;;;;;;;;;;;;;;;;;;1;;;Metophiurida;1062634;;;;;;;;;;;Animalia;2;;;;Dundas point;;;;;true;;;;;;;;2017-02-09T12:19:29;;;;;;;;"[""2a57cd59-6799-4579-955e-27c9af97aea4""]";;;F95404;;present;Amphilepidida;1062666;;;1;individuals;;;;;Ophiothela danae;;;;;;;;Echinodermata;;;1806;;;;;;;;;;;;;;;Unknown;Ophiothela mirabilis;244093;danae;;;Myophiuroidea;1062633;;;;;;;;;;;Gnathophiurina;196221;Asterozoa;;;148743;;;;;;;;;;;;;Ophiactoidea;1079036;Ophintegrida;1062660;;;;;species;;;false;;;;;;;;;;;;;;;;;;;;no_depth
55f689a3-48db-4151-ae47-3783db3bf9fd;Ophiothela mirabilis;;16/09/1985 23:09;132.093;-11.0583;MAGNT;MAGNT_Echinoderm;;urn:lsid:marinespecies.org:taxname:213399;;false;;;;244093;;;;;PreservedSpecimen;;;false;;Ophiuroidea;123084;;;100;;;;;;;;abf0787d-1f5e-4a58-ad7d-7d9c3f256413;;4.95677E+11;4.95677E+11;4.95677E+11;1985;;;;;false;;;;;;;Ophiotrichidae;123208;;;;POINT (132.09333 -11.05833);;;Ophiothela;205004;;;;;;;;;;;;;;;;;;;;;;Metophiurida;1062634;;;;;;;;;;;Animalia;2;;;;;;;;;true;;;;;;;;2019-01-02T15:23:51;;;;;;;;"[""2a57cd59-6799-4579-955e-27c9af97aea4""]";;;urn:lsid:ozcam.taxonomy.org.au:MAGNT:Echinoderm:Q004784;;present;Amphilepidida;1062666;;;1;individuals;;;;;Ophiothela danae;;;;;;;;Echinodermata;;;1806;;;;;;;;;;;;;;;;Ophiothela mirabilis;244093;;;;Myophiuroidea;1062633;;;;;;;;;;;Gnathophiurina;196221;Asterozoa;;;148743;;;;;;;;;;;;;Ophiactoidea;1079036;Ophintegrida;1062660;;;;;species;;;false;;;;;;;;;;;;;;;;;;;;no_depth
56db5abb-c096-4b72-83e0-b38068860cb9;Ophiothela mirabilis;Verrill;1985-09-15T12:00:00Z;127.8483276;26.5;USNM;Invertebrate Zoology: Echinoderms;E45125.353260;urn:lsid:marinespecies.org:taxname:213399;;false;;;;244093;;National Museum of Natural History, Smithsonian Institution;;;PreservedSpecimen;;Department of Invertebrate Zoology, Research and Collections Information System, NMNH, Smithsonian Institution. See: http://www.mnh.si.edu/rc/db/collection_db_p [...];false;;Ophiuroidea;123084;;;;;Japan;;;;;;89e23fc8-3f61-4480-9de3-358fe6eefe0b;17/04/1995;4.9559E+11;4.9559E+11;4.9559E+11;1985;15;;;;false;temperature=28.4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
57e7d22e-64e8-4caa-a3d8-e5783a7eb4e0;Ophiothela mirabilis;Verrill, 1869;05/06/2015;75.83333333;18.91666667;CMLRE;;;;;false;;;;244093;;;;;;;;false;;Ophiuroidea;123084;IndOBIS Dataset;;;;;;;;;;1fc6afc6-f841-40d4-86d7-e3b2d0962b83;05/06/2015;1.43346E+12;1.43346E+12;1.43346E+12;2015;;;;;false;;;;;Sane, S. R. & Chhapgar, B. F., 1962. J. Bombay Nat. Hist. Soc., 59(2);;Ophiotrichidae;123208;;;;;;;Ophiothela;205004;;;;;;;;;;;;;;;;;;;;;;Metophiurida;1062634;;;;;;;;;;;Animalia;2;;;;Bombay;;;;;true;;5;;;0;;;05/06/2015;;;;;;;;"[""1a3b0f1a-4474-4d73-9ee1-d28f92a83996""]";;;;;;Amphilepidida;1062666;;;;;;;;;Ophiothela danae;;;;;;;;Echinodermata;;;1806;;;;;;;;;;;;;;;;Ophiothela mirabilis;244093;;;;Myophiuroidea;1062633;;;;;;;;;;;Gnathophiurina;196221;Asterozoa;;;148743;;;;;;;;;;;;;Ophiactoidea;1079036;Ophintegrida;1062660;;;;;;;;false;;;;;;;;;;;;;;;;;;;1962;depth_exceeds_bath,on_land
580e731b-b0c1-40a0-9654-6ee4d17a680c;Ophiothela mirabilis;Verrill 1869;31/05/1998;152.5238333;-10.62783333;UF;Invertebrate Zoology;13110-Echinodermata;urn:lsid:marinespecies.org:taxname:213399;;false;;;;244093;;;;;PreservedSpecimen;;;false;;Ophiuroidea;123084;;Pacific Ocean;;;Papua New Guinea;;NA;;UF_Invertebrates;University of Florida Museum of Natural History Invertebrate Zoology;b04ae33b-2f2a-4d06-844a-4f2040993fcc;;8.96573E+11;8.96573E+11;8.96573E+11;1998;;;;;false;;;;;;;Ophiotrichidae;123208;;;;;;;Ophiothela;205004;NA;;;NA;;;;;;;Papua New Guinea, Milne Bay Province;;;;;;;;;;;Metophiurida;1062634;;;;;;;NA;;;;Animalia;2;;;;Louisiade Archipelago, Misima Island, Ebola Point;;;;;true;;;;;;;;NA;;;;;;;;"[""b7c47783-a020-4173-b390-7b57c4fa1426""]";;;8F29A086-7E1D-4AFF-B268-623A51A7E1CB;;Present;Amphilepidida;1062666;;;;;;;;;Ophiothela danae;;;;;;;;Echinodermata;;;1806;75% ethanol - 10;;NA;Paulay, Gustav;;;;;;;;;;;;Ophiothela mirabilis;244093;danae;;Milne Bay Province;Myophiuroidea;1062633;;;;;;;;;;;Gnathophiurina;196221;Asterozoa;;;148743;;;;;;;;;;;;;Ophiactoidea;1079036;Ophintegrida;1062660;;;;;;;;false;;;;NA;;;;;;;;;;;;;;;;no_depth
58a9e6b1-5989-4bc6-a1ac-3d73b01d4fe9;Ophiothela mirabilis;Verrill;1989-06-11T12:00:00Z;127.8766708;26.50667;USNM;Invertebrate Zoology;1020458.807;urn:lsid:marinespecies.org:taxname:213399;;false;;;;244093;;National Museum of Natural History, Smithsonian Institution;;;PreservedSpecimen;;Department of Invertebrate Zoology, Research and Collections Information System, NMNH, Smithsonian Institution. See: http://www.mnh.si.edu/rc/db/collection_db_p [...];false;;Ophiuroidea;123084;;;;;Japan;;;;;;89e23fc8-3f61-4480-9de3-358fe6eefe0b;03/02/2004;6.13526E+11;6.13526E+11;6.13526E+11;1989;11;;;;false;observedindividualcount=4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
