lon;lat;species;cells;BO_calcite;BO_salinity;BO_ph;BO_sstmean;BO_sstrange;BO2_chlomean_bdmax;sp
178.538667;-18.706833;Ophiothela mirabilis;2537983;0.000299;34.85300064;8.270999908;27.09199905;4.146999836;0.005392714;1
123.3717;-11.9633;Ophiothela mirabilis;2245721;0.001798;34.45899963;8.211000443;29.10000038;4.632999897;0.020428173;1
125.6167;-13.9333;Ophiothela mirabilis;2332148;0.002598;34.68999863;8.220000267;29.13899994;5.249000072;0.176957235;1
125.4167;-14.3666;Ophiothela mirabilis;2350146;0.005717;34.78699875;8.220999718;29.30999947;5.768000126;0.124639459;1
125.2167;-14.2833;Ophiothela mirabilis;2346543;0.002495;34.75699997;8.220999718;29.27799988;4.68200016;0.196586803;1
105.5328;-10.5126;Ophiothela mirabilis;2184307;6.40E-05;34.15200043;8.211999893;27.90099907;3.653000116;0.004361342;1
152.066;-32.616;Ophiothela mirabilis;3138865;0.00205;35.40599823;8.319000244;21.51799965;13.82499981;0.514141679;1
121.8412;-13.9352;Ophiothela mirabilis;2332103;0.010172;34.50099945;8.223999977;29.25600052;4.936999798;0.029029708;1
120.75;21.816;Ophiothela mirabilis;787690;0.000215;34.18199921;8.220999718;27.12700081;5.237999916;0.007429928;1
118.45;-18.9;Ophiothela mirabilis;2544462;9.80E-05;35.1609993;8.26099968;27.99399948;6.001999855;0.226977885;1
119.3352;-17.2516;Ophiothela mirabilis;2476073;0.01369;34.88100052;8.248999596;28.49600029;5.03399992;0.00558062;1
119.45;-18.4666;Ophiothela mirabilis;2526474;8.60E-05;35.05799866;8.256999969;28.22299957;5.876999855;0.286086977;1
147.27;-9.53;Ophiothela mirabilis;2141608;0.000952;34.75299835;8.350000381;27.99799919;5.114999771;0.288527846;1
-79.53;8.78;Ophiothela mirabilis;1346886;0.001379;31.18000031;8.019000053;28.75099945;3.260999918;0.469854176;1
151.916;-23.45;Ophiothela mirabilis;2742863;0.032791998;35.11199951;8.409999847;24.75499916;6.462999821;0.21604754;1
125.616667;9.816667;Ophiothela mirabilis;1306148;0.000204;34.04600143;8.194999695;28.86000061;2.144000053;0.068897739;1
178.22;-17.3;Ophiothela mirabilis;2476779;0.003316;34.66600037;8.270000458;27.76600075;4.123000145;0.12983422;1
36.359339;-23.883161;Ophiothela mirabilis;2759477;6.80E-05;35.20700073;8.234999657;26.1439991;4.739999771;0.004372316;1
92.33;20.45;Ophiothela mirabilis;844948;0.003357;31.02000046;8.246999741;28.39599991;5.118999958;0.430611998;1
152.416;-21.716;Ophiothela mirabilis;2667269;0.005499;35.09999847;8.420000076;25.33799934;5.593999863;0.143523648;1
129.4317;-10.93833;Ophiothela mirabilis;2202594;0.00078;34.11199951;8.213000298;29.28700066;4.482999802;0.384425491;1
